fid,STATEFP,COUNTYFP,COUNTYNS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CSAFP,CBSAFP,METDIVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,census_med_income,census_pov_stat_pop,census_below_pov_line_prev_yr,census_state,census_county,census_pov_rate,pop_dense,field_1,lat,long,tot_num_serv_connects_sdwis,tot_num_serv_connects,tot_num_sl_w_lead,no_lead_serv_connects,unk_mat_serv_connects,pct_lsl_calc
"728","18","097","00450371","18097",Marion,Marion County,"06",H6,G4020,"294","26900",,C,"1026465038","17326366","+39.7829759","-086.1357939","26588","920904","182317","18","97",19.8,"0","106",39.793951,-86.158245,"323911",373532,23482,297818,52232,6.29
"729","18","097","00450371","18097",Marion,Marion County,"06",H6,G4020,"294","26900",,C,"1026465038","17326366","+39.7829759","-086.1357939","26588","920904","182317","18","97",19.8,"0","112",39.852262,-86.006178,"14500",14933,0,14933,0,0
"730","18","097","00450371","18097",Marion,Marion County,"06",H6,G4020,"294","26900",,C,"1026465038","17326366","+39.7829759","-086.1357939","26588","920904","182317","18","97",19.8,"0","234",39.763194,-86.243989,"47",,,,,
"731","18","097","00450371","18097",Marion,Marion County,"06",H6,G4020,"294","26900",,C,"1026465038","17326366","+39.7829759","-086.1357939","26588","920904","182317","18","97",19.8,"0","646",39.785857,-86.25107,"4278",4297,1266,3019,3568,29.46
"732","18","097","00450371","18097",Marion,Marion County,"06",H6,G4020,"294","26900",,C,"1026465038","17326366","+39.7829759","-086.1357939","26588","920904","182317","18","97",19.8,"0","695",39.775754,-85.961209,"695",1070,0,1070,0,0
"733","18","097","00450371","18097",Marion,Marion County,"06",H6,G4020,"294","26900",,C,"1026465038","17326366","+39.7829759","-086.1357939","26588","920904","182317","18","97",19.8,"0","699",39.632792,-86.320206,"854",,,854,,
"734","18","097","00450371","18097",Marion,Marion County,"06",H6,G4020,"294","26900",,C,"1026465038","17326366","+39.7829759","-086.1357939","26588","920904","182317","18","97",19.8,"0","780",39.820606,-86.170089,"31",,,,,
"735","18","121","00450380","18121",Parke,Parke County,"06",H1,G4020,,,,A,"1151747431","13683945","+39.7742496","-087.1969502","23491","15479","2153","18","121",13.91,"0","44",39.832555,-87.250557,"190",,,,,
"736","18","121","00450380","18121",Parke,Parke County,"06",H1,G4020,,,,A,"1151747431","13683945","+39.7742496","-087.1969502","23491","15479","2153","18","121",13.91,"0","311",39.726994,-87.331921,"313",340,0,340,0,0
"737","18","121","00450380","18121",Parke,Parke County,"06",H1,G4020,,,,A,"1151747431","13683945","+39.7742496","-087.1969502","23491","15479","2153","18","121",13.91,"0","412",39.643028,-87.367639,"360",,,,,
"738","18","121","00450380","18121",Parke,Parke County,"06",H1,G4020,,,,A,"1151747431","13683945","+39.7742496","-087.1969502","23491","15479","2153","18","121",13.91,"0","426",39.847369,-87.187181,"153",165,,150,15,
"739","18","121","00450380","18121",Parke,Parke County,"06",H1,G4020,,,,A,"1151747431","13683945","+39.7742496","-087.1969502","23491","15479","2153","18","121",13.91,"0","455",39.792816,-87.37085,"479",479,0,479,0,0
"740","18","121","00450380","18121",Parke,Parke County,"06",H1,G4020,,,,A,"1151747431","13683945","+39.7742496","-087.1969502","23491","15479","2153","18","121",13.91,"0","591",39.761195,-87.227936,"1500",,,,,
"741","18","121","00450380","18121",Parke,Parke County,"06",H1,G4020,,,,A,"1151747431","13683945","+39.7742496","-087.1969502","23491","15479","2153","18","121",13.91,"0","596",39.622817,-87.28335,"369",,,,,
"742","18","183","00450369","18183",Whitley,Whitley County,"06",H1,G4020,"258","23060",,A,"869120483","6073937","+41.1364261","-085.5018918","29646","32946","3117","18","183",9.46,"0","45",41.23582,-85.372481,"50",,,,,
"743","18","183","00450369","18183",Whitley,Whitley County,"06",H1,G4020,"258","23060",,A,"869120483","6073937","+41.1364261","-085.5018918","29646","32946","3117","18","183",9.46,"0","46",41.257772,-85.36041,"110",,,,,
"744","18","183","00450369","18183",Whitley,Whitley County,"06",H1,G4020,"258","23060",,A,"869120483","6073937","+41.1364261","-085.5018918","29646","32946","3117","18","183",9.46,"0","104",41.226272,-85.318085,"782",785,,755,30,
"745","18","183","00450369","18183",Whitley,Whitley County,"06",H1,G4020,"258","23060",,A,"869120483","6073937","+41.1364261","-085.5018918","29646","32946","3117","18","183",9.46,"0","125",41.156811,-85.474818,"3908",3818,1267,2000,551,33.18
"746","18","183","00450369","18183",Whitley,Whitley County,"06",H1,G4020,"258","23060",,A,"869120483","6073937","+41.1364261","-085.5018918","29646","32946","3117","18","183",9.46,"0","436",41.163114,-85.404366,"94",,,,,
"747","18","183","00450369","18183",Whitley,Whitley County,"06",H1,G4020,"258","23060",,A,"869120483","6073937","+41.1364261","-085.5018918","29646","32946","3117","18","183",9.46,"0","572",41.077032,-85.337859,"1",1,0,1,,0
"748","18","183","00450369","18183",Whitley,Whitley County,"06",H1,G4020,"258","23060",,A,"869120483","6073937","+41.1364261","-085.5018918","29646","32946","3117","18","183",9.46,"0","640",41.084768,-85.628038,"750",900,,800,,
"749","18","183","00450369","18183",Whitley,Whitley County,"06",H1,G4020,"258","23060",,A,"869120483","6073937","+41.1364261","-085.5018918","29646","32946","3117","18","183",9.46,"0","691",41.250832,-85.357118,"20",,,,,
"750","18","041","00450349","18041",Fayette,Fayette County,"06",H1,G4020,"458","18220",,A,"556901556","366408","+39.6396552","-085.1850315","23625","23014","4188","18","41",18.2,"0","127",39.641159,-85.141075,"5883",5920,350,5570,3700,5.91
"751","18","041","00450349","18041",Fayette,Fayette County,"06",H1,G4020,"458","18220",,A,"556901556","366408","+39.6396552","-085.1850315","23625","23014","4188","18","41",18.2,"0","208",39.563092,-85.090129,"775",798,,798,,
"752","18","041","00450349","18041",Fayette,Fayette County,"06",H1,G4020,"458","18220",,A,"556901556","366408","+39.6396552","-085.1850315","23625","23014","4188","18","41",18.2,"0","553",39.631464,-85.201367,"195",,,,,
"753","18","041","00450349","18041",Fayette,Fayette County,"06",H1,G4020,"458","18220",,A,"556901556","366408","+39.6396552","-085.1850315","23625","23014","4188","18","41",18.2,"0","656",39.685596,-85.172449,"18",18,0,18,,0
"754","18","001","00450401","18001",Adams,Adams County,"06",H1,G4020,"258","19540",,A,"878079474","2429955","+40.7457327","-084.9361305","26708","34085","6448","18","1",18.92,"0","39",40.656404,-84.951093,"1568",1568,134,1302,0,8.55
"755","18","001","00450401","18001",Adams,Adams County,"06",H1,G4020,"258","19540",,A,"878079474","2429955","+40.7457327","-084.9361305","26708","34085","6448","18","1",18.92,"0","132",40.805192,-84.955112,"38",,,,,
"756","18","001","00450401","18001",Adams,Adams County,"06",H1,G4020,"258","19540",,A,"878079474","2429955","+40.7457327","-084.9361305","26708","34085","6448","18","1",18.92,"0","167",40.831282,-84.924047,"4460",4400,2300,2000,100,52.27
"757","18","001","00450401","18001",Adams,Adams County,"06",H1,G4020,"258","19540",,A,"878079474","2429955","+40.7457327","-084.9361305","26708","34085","6448","18","1",18.92,"0","239",40.655108,-85.037212,"575",575,,288,287,
"758","18","001","00450401","18001",Adams,Adams County,"06",H1,G4020,"258","19540",,A,"878079474","2429955","+40.7457327","-084.9361305","26708","34085","6448","18","1",18.92,"0","453",40.744838,-84.937752,"360",360,0,360,,0
"759","18","001","00450401","18001",Adams,Adams County,"06",H1,G4020,"258","19540",,A,"878079474","2429955","+40.7457327","-084.9361305","26708","34085","6448","18","1",18.92,"0","505",40.745047,-84.936911,"67",,,,,
"760","18","175","00451665","18175",Washington,Washington County,"06",H1,G4020,"350","31140",,A,"1330545619","7438838","+38.6006126","-086.1047512","26311","27478","3644","18","175",13.26,"0","75",38.651141,-86.261766,"347",347,0,347,0,0
"761","18","175","00451665","18175",Washington,Washington County,"06",H1,G4020,"350","31140",,A,"1330545619","7438838","+38.6006126","-086.1047512","26311","27478","3644","18","175",13.26,"0","190",38.605613,-86.101089,"3383",3600,0,3600,0,0
"762","18","175","00451665","18175",Washington,Washington County,"06",H1,G4020,"350","31140",,A,"1330545619","7438838","+38.6006126","-086.1047512","26311","27478","3644","18","175",13.26,"0","482",38.50506,-86.016919,"745",,,,,
"763","18","175","00451665","18175",Washington,Washington County,"06",H1,G4020,"350","31140",,A,"1330545619","7438838","+38.6006126","-086.1047512","26311","27478","3644","18","175",13.26,"0","557",38.460434,-86.277914,"1225",1300,,1300,,
"764","18","175","00451665","18175",Washington,Washington County,"06",H1,G4020,"350","31140",,A,"1330545619","7438838","+38.6006126","-086.1047512","26311","27478","3644","18","175",13.26,"0","608",38.605455,-86.099223,"3364",,,,,
"765","18","009","00450404","18009",Blackford,Blackford County,"06",H1,G4020,,,,A,"427554638","1303566","+40.4726717","-085.3237297","22794","11953","1534","18","9",12.83,"0","274",40.456838,-85.369412,"2508",,,,,
"766","18","009","00450404","18009",Blackford,Blackford County,"06",H1,G4020,,,,A,"427554638","1303566","+40.4726717","-085.3237297","22794","11953","1534","18","9",12.83,"0","458",40.552838,-85.286854,"662",600,,200,400,
"767","18","063","00450358","18063",Hendricks,Hendricks County,"06",H1,G4020,"294","26900",,A,"1053849206","4880843","+39.7689631","-086.5099076","36310","155039","7832","18","63",5.05,"0","64",39.844136,-86.396312,"9000",700,200,0,500,28.57
"768","18","063","00450358","18063",Hendricks,Hendricks County,"06",H1,G4020,"294","26900",,A,"1053849206","4880843","+39.7689631","-086.5099076","36310","155039","7832","18","63",5.05,"0","162",39.761462,-86.52013,"3300",3500,100,3500,0,2.86
"769","18","063","00450358","18063",Hendricks,Hendricks County,"06",H1,G4020,"294","26900",,A,"1053849206","4880843","+39.7689631","-086.5099076","36310","155039","7832","18","63",5.05,"0","400",39.689698,-86.390064,"161",,,,,
"770","18","063","00450358","18063",Hendricks,Hendricks County,"06",H1,G4020,"294","26900",,A,"1053849206","4880843","+39.7689631","-086.5099076","36310","155039","7832","18","63",5.05,"0","496",39.859767,-86.642504,"228",228,,228,,
"771","18","063","00450358","18063",Hendricks,Hendricks County,"06",H1,G4020,"294","26900",,A,"1053849206","4880843","+39.7689631","-086.5099076","36310","155039","7832","18","63",5.05,"0","550",39.863783,-86.467901,"1232",1232,0,1232,,0
"772","18","063","00450358","18063",Hendricks,Hendricks County,"06",H1,G4020,"294","26900",,A,"1053849206","4880843","+39.7689631","-086.5099076","36310","155039","7832","18","63",5.05,"0","551",39.689679,-86.39014,"7543",,,,,
"773","18","063","00450358","18063",Hendricks,Hendricks County,"06",H1,G4020,"294","26900",,A,"1053849206","4880843","+39.7689631","-086.5099076","36310","155039","7832","18","63",5.05,"0","742",39.762538,-86.380367,"16",,,,,
"774","18","093","00451703","18093",Lawrence,Lawrence County,"06",H1,G4020,"144","13260",,A,"1163367128","7122898","+38.8398148","-086.4878198","25800","44723","5150","18","93",11.52,"0","36",38.860165,-86.486821,"5855",5832,,15,5817,
"775","18","093","00451703","18093",Lawrence,Lawrence County,"06",H1,G4020,"144","13260",,A,"1163367128","7122898","+38.8398148","-086.4878198","25800","44723","5150","18","93",11.52,"0","188",38.868682,-86.455177,"3101",3172,0,3172,0,0
"776","18","093","00451703","18093",Lawrence,Lawrence County,"06",H1,G4020,"144","13260",,A,"1163367128","7122898","+38.8398148","-086.4878198","25800","44723","5150","18","93",11.52,"0","448",38.730163,-86.471057,"2000",1846,1600,,246,86.67
"777","18","093","00451703","18093",Lawrence,Lawrence County,"06",H1,G4020,"144","13260",,A,"1163367128","7122898","+38.8398148","-086.4878198","25800","44723","5150","18","93",11.52,"0","492",38.861162,-86.487215,"4400",5164,,62,5102,
"778","18","093","00451703","18093",Lawrence,Lawrence County,"06",H1,G4020,"144","13260",,A,"1163367128","7122898","+38.8398148","-086.4878198","25800","44723","5150","18","93",11.52,"0","510",38.894928,-86.523987,"472",551,0,551,0,0
"779","18","093","00451703","18093",Lawrence,Lawrence County,"06",H1,G4020,"144","13260",,A,"1163367128","7122898","+38.8398148","-086.4878198","25800","44723","5150","18","93",11.52,"0","638",38.788524,-86.502043,"2470",2464,0,2464,0,0
