Unnamed: 0,Water System,respondent,num_lsl,pct_lsl,data_source,full_addr,lat,long,tot_num_serv_connects_sdwis,LCR_90thpctile,SDWIS PWS ID,PWSID,sys_name,tot_num_serv_connects,tot_num_sl_w_lead,no_lead_serv_connects,Service Line Material is Unknown - Number of Service Connection,lead_gooseneck_serv_connects,lead_serv_line_serv_connects,"Lead only from Water Main to Property line, Curb or Shut-Off",lead_btwn_shutoff_house,owner_btwn_watermain_shutoff,"Ownership from curb, propertly line, or shut-off to home",e_r_leadportion,e_r_slmat,e_r_lead_gooseneck,E or R - Entire Service Line is Lead from the Water Main to home,e_r_lead_maintoshutoff,e_r_shutofftohouse,e_r_num_serv_connects,e_r_tot_sl_w_lead,conf_rec_no_lead,conf_rec_mat_unk,conf_rec_lead_gooseneck,conf_rec_lead_servline,conf_rec_lead_btwn_watermain_shutoff,conf_rec_lead_btw_shutoff_house,Confidence in Records - Total Number of Service Connection,conf_rec_tot_num_serv_lines_w_lead,_merge
365,L-A-C Utilities,Yes,0,0%,Unknown,"1805 Burlington Beach Road, Valparaiso, IN 46383",41.507518,-87.03873,904,Unknown,IN5264033,IN5264033,L-A-C UTILITIES,917.0,0.0,917.0,0.0,0.0,0.0,0.0,0.0,M,R,R,R,R,R,R,R,,,10.0,10.0,10.0,10.0,10.0,10.0,,,both
366,Lacrosse Water Department,Yes,No response,Unknown,Unknown,"P.O. Box 246, Lacrosse, IN 46348",41.31754,-86.891411,276,Unknown,IN5246015,IN5246015,LACROSSE WATER DEPARTMENT,276.0,,276.0,,,,,,M,R,R,,,,,,,,10.0,,,,,,,,both
367,Ladoga Water Works,No,No response,Unknown,Unknown,"121 East Main Street P.O. Box 187, Ladoga, IN 47954",39.913369,-86.80026,445,Unknown,IN5254006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
368,Lafayette Water Works,Yes,2900,10.48%,Estimated,"1020 Canal Road, Lafayette, IN 47904",40.426951,-86.892773,27667,0.002,IN5279013,IN5279013,LAFAYETTE WATER WORKS,29000.0,2900.0,26100.0,0.0,0.0,0.0,2900.0,0.0,M,R,E,E,E,E,E,E,E,E,1.0,10.0,10.0,10.0,1.0,10.0,7.0,1.0,both
369,Lafontaine Water Company,Yes,75,18.94%,Estimated,"13 West Branson Street P.O. Box 207, Lafontaine, IN 46940",40.673231,-85.720466,396,Unknown,IN5285004,IN5285004,LAFONTAINE WATER COMPANY,450.0,75.0,375.0,75.0,75.0,0.0,0.0,0.0,M,R,R,E,E,E,E,E,R,E,10.0,9.0,5.0,10.0,10.0,10.0,10.0,10.0,both
370,Lagrange Department Of Water Works,No,No response,Unknown,Unknown,"1201 North Townline Road, Lagrange, IN 46761",41.656572,-85.425944,1287,Unknown,IN5244003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
371,Lagro Municipal Water Department,Yes,No response,Unknown,Unknown,"P.O. Box 305, Lagro, IN 46941",40.8381,-85.730261,224,0.036,IN5285005,IN5285005,LAGRO MUNICIPAL WATER DEPARTMENT,194.0,,194.0,,0.0,0.0,0.0,,P,R,E,,E,E,E,,E,,3.0,,3.0,1.0,3.0,,3.0,,both
372,Lake Cicott Shores,Yes,0,0%,Unknown,"8538 W Us 24, Logansport, IN 46947 ",40.766384,-86.535308,31,Unknown,IN5209005,IN5209005,LAKE CICOTT SHORES,31.0,0.0,,31.0,,,,,P,P,,E,,,,,,,,10.0,,,,,,,both
373,Lake Estates Manufactured Home Community,Yes,0,0%,Recorded,"1 EMS B-37 Lane Clubhouse, Warsaw, IN 46582",41.289766,-85.734807,124,Unknown,IN5243010,IN5243010,LAKE ESTATES MANUFACTURED HOME COMMUNITY,124.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,P,P,R,R,R,R,R,R,R,R,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
374,Lake Santee Rwwd,No,No response,Unknown,Unknown,"13 SW Wrenn Parkway, Greensburg, IN 47240-7800",39.398301,-85.306294,554,Unknown,IN5216003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
375,Lake Station Water Department,Yes,18,0.55%,Estimated,"2898 Union Street, Lake Station, IN 46405",41.565753,-87.232014,3267,0.0016,IN5245027,IN5245027,LAKE STATION WATER DEPARTMENT,3267.0,18.0,0.0,0.0,0.0,6.0,6.0,6.0,M,R,E,E,E,E,E,E,E,E,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,both
376,Lake View Mobile Home Park,No,No response,Unknown,Unknown,"5219 East 500 North Lot 23, Leesburg, IN 46538",41.307427,-85.744422,23,Unknown,IN5243053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
377,Lake View Mobile Home Park,Yes,No response,Unknown,Unknown,"5866 W 200 S, Wabash, IN 46992",40.796796,-85.900755,27,Unknown,IN5285006,IN5285006,LAKE VIEW MOBILE HOME PARK,42.0,,42.0,42.0,,,,,P,P,R,E,,,,,,,10.0,8.0,,,,,,,both
378,Lakeland Manor Mobile Home Park,Yes,0,0%,Unknown,"P.O. Box 444, Auburn, IN 46706",41.365989,-85.057462,30,Unknown,IN5257022,IN5257022,LAKELAND MANOR MOBILE HOME PARK,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,P,P,R,,,,,,,,9.0,,,,,,,,both
379,Lakeshore Subdivision Association Inc,No,No response,Unknown,Unknown,"P.O. Box 606, Cedar Lake, IN 46303",41.376859,-87.453156,98,Unknown,IN5245053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
380,Lakeside Management,No,No response,Unknown,Unknown,"3756 North Clubhouse Road, Rensselaer, IN 47978",41.066621,-87.134078,38,Unknown,IN5237016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
381,Lakeside Manor Mobile Home Park,Yes,0,0%,Unknown,"196 McClung Rd, La Porte, IN 46350",41.632892,-86.738173,93,Unknown,IN5244002,IN5244002,LAKESIDE MANOR MOBILE HOME PARK,93.0,0.0,93.0,,,,,,P,P,R,,,,,,,,10.0,,,,,,,,both
382,Lakeville Water Department,Yes,No response,Unknown,Unknown,"P.O. Box 137 118 South Michigan Street, Lakeville, IN 46536",41.523739,-86.274102,320,Unknown,IN5271008,IN5271008,LAKEVILLE WATER DEPARTMENT,560.0,,330.0,230.0,,0.0,0.0,0.0,M,R,E,E,,,,E,,,7.0,5.0,1.0,1.0,,,,,both
383,Lakewood Mobile Home Ct - Lots 156-187,No,No response,Unknown,Unknown,"195 Ln 101 Barton Lake, Fremont, IN 46737",41.753538,-85.056751,30,Unknown,IN5276004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
384,Lamplighter Estates - Lots 19-37,No,No response,Unknown,Unknown,"3837 West Landis Road, Angola, IN 46703",41.666985,-85.064246,19,Unknown,IN5276012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
385,Lanesville Water Works,Yes,0,0%,Estimated,"P.O. Box 6, Lanesville, IN 47136-0006",38.237013,-85.985801,407,Unknown,IN5231003,IN5231003,LANESVILLE WATER WORKS,416.0,0.0,416.0,0.0,0.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,R,E,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
386,Lapel Municipal Water Company,No,No response,Unknown,Unknown,"P.O. Box 999, Lapel, IN 46051",40.068373,-85.848313,864,Unknown,IN5248013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
387,Laporte Water Works,Yes,5825,72.05%,Estimated,"1119 Lake Street, Laporte, IN 46350",41.611671,-86.72981,8085,0.0035,IN5246017,IN5246017,LAPORTE WATER WORKS,8122.0,5825.0,1131.0,4694.0,2932.0,1000.0,1850.0,43.0,R,R,E,E,E,E,E,E,R,E,5.0,5.0,5.0,3.0,3.0,3.0,10.0,5.0,both
388,Laurel Water Department,Yes,0,0%,Recorded,"P.O. Box 232, Laurel, IN 47024",39.500662,-85.185752,271,Unknown,IN5224004,IN5224004,LAUREL WATER DEPARTMENT,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p,R,R,R,R,R,R,R,R,R,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
389,Lawrenceburg Municipal Utilities,Yes,25,1.47%,Estimated,"P.O. Box 4198, Lawrenceburg, IN 47025",39.090891,-84.84995,1700,0.0065,IN5215006,IN5215006,LAWRENCEBURG MUNICIPAL UTILITIES,1692.0,25.0,1667.0,25.0,10.0,5.0,5.0,5.0,M,R,E,E,E,E,E,E,R,E,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
390,Lazy Oaks,No,No response,Unknown,Unknown,"9241 Blaine Street, Crown Point, IN 46307",41.450276,-87.426135,21,Unknown,IN5291008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
391,Leavenworth Water Company,No,No response,Unknown,Unknown,"P.O. Box 7, Leavenworth, IN 47137",38.199787,-86.344144,201,Unknown,IN5213004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
392,Lebanon Utilities,No,No response,Unknown,Unknown,"401 South Meridian Street, Lebanon, IN 46052",40.044464,-86.467506,6449,Unknown,IN5206003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
393,Leisure Acres Mobile Home Park,No,No response,Unknown,Unknown,"4955 West Wright Avenue, West Terre Haute, IN 47885",39.553023,-87.494248,30,Unknown,IN5284019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
394,Leisure Lakes Mobile Home Court,Yes,No response,Unknown,Unknown,"2384 North 200 West, Angola, IN 46703",41.67623,-85.028681,19,Unknown,IN5276025,IN5276025,LEISURE LAKES MOBILE HOME COURT,19.0,,19.0,,,,,,P,P,R,,,,,,,,9.0,,,,,,,,both
395,Leisure Lane Mobile Home Park,No,No response,Unknown,Unknown,"106 East 1st Street P.O. Box 281, North Webster, IN 46555",33.003635,-93.460552,20,Unknown,IN5257026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
396,Len-Del Mobile Home Court,No,No response,Unknown,Unknown,"14138 Milton Road, Milton, IN 47357",39.7886,-85.142925,45,Unknown,IN5289009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
397,Lewisville Water Works,Yes,No response,Unknown,Unknown,"104 US-40, Lewisville, IN 47352",39.807019,-85.352445,199,Unknown,IN5233006,IN5233006,LEWISVILLE WATER WORKS,199.0,,,199.0,,,,,M,R,,R,,,,,,,,4.0,,,,,,,both
398,Liberty Farms Mobile Home Park,No,No response,Unknown,Unknown,"76 East U.S. Highway 6, Valparaiso, IN 46383",41.550075,-87.051274,222,Unknown,IN5264017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
399,Liberty Mobile Home Park,No,No response,Unknown,Unknown,"P.O. Box 212, Fairmount, IN 46928",40.414636,-85.650886,36,Unknown,IN5227007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
400,Liberty Water,No,No response,Unknown,Unknown,"1092 South Center Street, Plainfield, IN 46168-9307",39.689698,-86.390064,161,Unknown,IN5232030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
401,Liberty Water Works,Yes,No response,Unknown,Unknown,"P.O. Box 7, Liberty, IN 47353",39.635605,-84.931071,1160,Unknown,IN5281001,IN5281001,LIBERTY WATER WORKS,1160.0,,,1160.0,,,,,M,R,,,,,,,,,,,,,,,,,both
402,Ligonier Water Works,Yes,No response,Unknown,Unknown,"510 Water Street, Ligonier, IN 46767",41.470331,-85.586855,1306,0.0078,IN5257010,IN5257010,LIGONIER WATER WORKS,317.0,,317.0,,,,,,P,R,R,,,,,,,,,,,,,,,,both
403,Linda Ann Mobile Home Park,Yes,No response,Unknown,Unknown,"2382 North 200 West, Angola, IN 46703",41.676229,-85.028681,16,0.17,IN5276024,IN5276024,LINDA ANN MOBILE HOME PARK,16.0,,16.0,,,,,,P,P,R,,,,,,,,9.0,,,,,,,,both
404,Linden Water Department,Yes,No response,Unknown,Unknown,"P.O. Box 352, Linden, IN 47955",40.188094,-86.903896,347,Unknown,IN5254007,IN5254007,LINDEN WATER DEPARTMENT,,,,321.0,,,,,M,M,,R,,,,,,,,10.0,,,,,,,both
405,Linton Municipal Water Utility,No,No response,Unknown,Unknown,"86 South Main Street, Linton, IN 47441",39.03308,-87.166557,3218,Unknown,IN5228005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
406,Little Eagle Creek Estates,No,No response,Unknown,Unknown,"17640 Eagletown Road, Westfield IN 46074",40.042912,-86.194655,25,Unknown,IN5229017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
407,L-M-S Conservancy District,Yes,0,0%,Unknown,"1406 Sunnyside Avenue, Aurora, IN 47001-1742",39.086717,-84.916896,2046,0.0028,IN5215007,IN5215007,L-M-S CONSERVANCY DISTRICT,2050.0,0.0,2050.0,0.0,0.0,0.0,0.0,0.0,M,R,,,,,,,,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
408,Logansport Municipal Utility-Well Field,Yes,No response,Unknown,Unknown,"601 East Broadway #101, Logansport, IN 46947",40.754233,-86.362541,7330,0.014,IN5209012,IN5209012,LOGANSPORT MUNICIPAL UTILITY-WELL FIELD,7330.0,,3343.0,3987.0,,,,,M,R,R,R,,,,,R,,10.0,10.0,,,,,10.0,,both
409,Long Beach Water Department,Yes,100,8.85%,Estimated,"2400 Oriole Trail, Long Beach, IN 46360",41.745909,-86.85079,1130,Unknown,IN5246028,IN5246028,LONG BEACH WATER DEPARTMENT,1130.0,100.0,1030.0,0.0,100.0,0.0,0.0,0.0,M,R,R,R,E,R,R,R,R,E,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
410,Loogootee Water Works,Yes,No response,Unknown,Unknown,"P.O. Box 276, Loogootee, IN 47553",38.676995,-86.91417,1450,0.0003,IN5251005,IN5251005,LOOGOOTEE WATER WORKS,1450.0,,1440.0,10.0,,,,,P,R,R,E,,,,,R,,8.0,8.0,,,,,8.0,,both
411,Lowell Water Department,Yes,146,4.10%,Estimated,"P.O. Box 157, Lowell, IN 46356",41.291424,-87.42059,3560,0.0053,IN5245029,IN5245029,LOWELL WATER DEPARTMENT,3608.0,146.0,3462.0,,146.0,0.0,,0.0,M,R,E,E,E,E,E,E,E,E,9.0,,9.0,10.0,10.0,10.0,10.0,9.0,both
412,Lyford Water Works,No,No response,Unknown,Unknown,"6826 West Parkewood Road, Rosedale, IN 47874",39.643028,-87.367639,360,Unknown,IN5261002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
413,Lynn Hill Court & Charles Manor,No,No response,Unknown,Unknown,"East Lynn View Drive, Monticello, IN 47960",40.837294,-86.782426,41,Unknown,IN5291009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
414,Lynn Water Company,No,No response,Unknown,Unknown,"P.O. Box 65, Lynn, IN 47355",40.049769,-84.939685,509,Unknown,IN5268004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
415,Lynnville Water Works,No,No response,Unknown,Unknown,"Town Hall 312 Church St. P.O. Box 99, Lynville, IN 47619-0099",38.196159,-87.296675,450,Unknown,IN5287006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
416,Lyons Water Utility,No,No response,Unknown,Unknown,"P.O. Box 267, Lyons, IN 47443-0267",38.972191,-87.082404,470,Unknown,IN5228006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
417,Madison State Hospital,Yes,0,0%,Recorded,"711 Green Rd, Madison, IN 47250",38.761359,-85.401483,50,Unknown,IN5239005,IN5239005,MADISON STATE HOSPITAL,51.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,P,P,R,R,R,R,R,R,R,R,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
418,Madison Water Department,Yes,75,1.30%,Estimated,"101 West Main Street, Madison, IN 47250",38.736094,-85.380426,5771,0.0075,IN5239006,IN5239006,MADISON WATER DEPARTMENT,5670.0,75.0,5595.0,0.0,75.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,R,E,9.0,8.0,5.0,9.0,9.0,7.0,9.0,6.0,both
419,Mallards Pointe Water System,No,No response,Unknown,Unknown,"2505 Chicago Street Suite 4, Valparaiso, IN 46385",41.472465,-87.029705,51,Unknown,IN5264041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
420,Maple Lane Village Mobile Home Park,Yes,No response,Unknown,Unknown,"2808 US-35, Logansport, IN 46947",40.72847,-86.290949,86,0.0194,IN5209004,IN5209004,MAPLE LANE VILLAGE MOBILE HOME PARK,77.0,,77.0,,,,,,,,R,,,,,,,,,,,,,,,,both
421,Maple Lawn Village,No,No response,Unknown,Unknown,"12948 S. US 31 Lot 51, Kokomo, IN 46901",40.578382,-86.129431,110,Unknown,IN5252013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
422,Maple Leaf Mobile Home Park,No,No response,Unknown,Unknown,"1863 Lilac Road, Plymouth, IN 46563",41.451709,-86.286356,30,Unknown,IN5250008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
423,Mapleturn Utilities Inc,No,No response,Unknown,Unknown,"2001 East Mapleturn Road, Martinsville, IN 46151",39.476014,-86.393395,615,Unknown,IN5255004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
424,Marion City Water Works,No,No response,Unknown,Unknown,"305 East Bond Avenue, Marion, IN 46952",40.579127,-85.658449,10685,Unknown,IN5227014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
425,Markle Water Utility,No,No response,Unknown,Unknown,"155 West Sparks Street P.O. Box 367, Markle, IN 46770-0367",40.825755,-85.339021,465,Unknown,IN5235006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
426,Marshall Water Works,Yes,No response,Unknown,Unknown,"P.O. Box 204, Marshall, IN 47859",39.847369,-87.187181,153,0.131,IN5261003,IN5261003,MARSHALL WATER WORKS,165.0,,150.0,15.0,,,,,M,R,E,E,,,,,R,,6.0,6.0,,,,,8.0,,both
427,Martinsville Water Utility,Yes,1200,24.58%,Estimated,"P.O. Box 1415, Martinsville, IN 46151",39.427825,-86.428328,4882,0.0017,IN5255009,IN5255009,MARTINSVILLE WATER UTILITY,4320.0,1200.0,320.0,4000.0,1200.0,0.0,0.0,0.0,P,R,E,E,E,E,E,E,,E,8.0,10.0,8.0,10.0,10.0,10.0,,10.0,both
428,Marysville Otisco Nabb Water Corp,No,No response,Unknown,Unknown,"P.O. Box 86, Otisco, IN 47163-0086",38.540475,-85.668498,2300,Unknown,IN5210006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
429,Maysville Region Water & Sewer District,No,No response,Unknown,Unknown,"P.O. Box 413, Harlan, IN 46743-0413",41.195998,-84.919682,476,Unknown,IN5202037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
430,Meadow Acres Mobile Home Park,Yes,0,0%,Recorded,"52387 County Road 113, Elkhart, IN 46514",41.730405,-85.913703,51,Unknown,IN5243012,IN5243012,MEADOW ACRES MOBILE HOME PARK,50.0,0.0,50.0,,0.0,0.0,0.0,0.0,P,P,R,R,R,R,R,R,R,R,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
431,Mecks Whispering Pines Inc,Yes,No response,Unknown,Unknown,"340 East Levi Lee Road #98, Warsaw, IN 46580",41.297778,-85.839274,221,Unknown,IN5243033,IN5243033,"MECKS WHISPERING PINES, INC.",221.0,,221.0,,,,,,P,P,R,,,,,,R,,10.0,,,,,,10.0,,both
432,Medaryville Water Company,No,No response,Unknown,Unknown,"409 East Main Street Box 10, Medaryville, IN 47957",41.080515,-86.888483,249,Unknown,IN5266003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
433,Medora Water Department,Yes,0,0%,Recorded,"P.O. Box 247, Medora, IN 47260",38.824844,-86.170016,369,Unknown,IN5236004,IN5236004,MEDORA WATER DEPARTMENT,330.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,M,R,R,R,R,R,R,R,R,R,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
434,Mentone Water Company,No,No response,Unknown,Unknown,"P.O. Box 562, Mentone, IN 46539-0562",41.173377,-86.034719,400,Unknown,IN5243013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
435,Merrywood Mobile Home Park,Yes,0,0%,Estimated,"3104 Wooster Rd, Pierceton, IN 46562",41.219641,-85.782231,78,Unknown,IN5243014,IN5243014,MERRYWOOD MOBILE HOME PARK,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,P,P,E,E,E,E,E,E,E,E,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,both
436,Miami Village Mobile Home Park,No,No response,Unknown,Unknown,"4614 East Old Trail Road Lot 48, Columbia City, IN 46725",41.163114,-85.404366,94,Unknown,IN5292006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
437,Michigan City Department Of Water Works,No,No response,Unknown,Unknown,"P.O. Box 888, Michigan City, IN 46361",41.709999,-86.899999,13650,Unknown,IN5246020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
438,Middlebury Water Department,Yes,115,8.85%,Estimated,"P.O. Box 812, Middlebury, IN 46540",41.675328,-85.706101,1300,0.0019,IN5220014,IN5220014,MIDDLEBURY WATER DEPARTMENT,1489.0,115.0,1374.0,,115.0,0.0,0.0,0.0,M,R,R,,E,E,E,E,R,E,8.0,,8.0,9.0,9.0,9.0,9.0,8.0,both
439,Middletown Water Utility,Yes,50,5.07%,Estimated,"209 South 8th Street, Middletown, IN 47356",40.051829,-85.536887,986,Unknown,IN5233008,IN5233008,MIDDLETOWN WATER UTILITY,1000.0,50.0,150.0,800.0,0.0,0.0,50.0,0.0,M,R,E,E,E,E,E,E,E,E,3.0,6.0,4.0,5.0,2.0,50.0,,,both
440,Mid-Lakes Mobile Home Park,Yes,No response,Unknown,Unknown,"100 Lane 201 A Lake George, Fremont, IN 46737",41.749208,-85.005742,49,Unknown,IN5243015,IN5243015,MID-LAKES MOBILE HOME PARK,51.0,,,51.0,,,,,P,P,,,,,,,R,,,,,,,,10.0,,both
441,Milan Water Works,Yes,0,0%,Unknown,"P.O. Box 86 211 West Carr, Milan, IN 47031-0086",39.12281,-85.132765,704,Unknown,IN5269003,IN5269003,MILAN WATER WORKS,701.0,0.0,577.0,124.0,0.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,,,10.0,10.0,10.0,10.0,10.0,9.0,,,both
442,Milford Water Department,Yes,0,0%,Unknown,"P.O. Box 300, Milford, IN 46542-0300",41.385574,-85.787366,630,Unknown,IN5243017,IN5243017,MILFORD WATER DEPARTMENT,630.0,0.0,0.0,630.0,0.0,0.0,0.0,0.0,M,R,,E,,,,,,,,,,,,,,,both
443,Mill Road Estates,Yes,0,0%,Recorded,"4570 North 450 East, Craigville, IN 46731",40.80936,-85.139797,78,Unknown,IN5202010,IN5202010,MILL ROAD ESTATES,80.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,P,R,R,R,R,R,R,R,R,R,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
444,Millersburg Water Company,Yes,71,19.56%,Estimated,"P.O. Box 278, Millersburg, IN 46543",41.527827,-85.694433,363,Unknown,IN5220015,IN5220015,MILLERSBURG WATER COMPANY,371.0,71.0,300.0,0.0,71.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,R,E,5.0,5.0,4.0,10.0,10.0,10.0,10.0,4.0,both
445,Millwood Acres Inc,No,No response,Unknown,Unknown,"9462 N SR #19, Etna Green IN 46524",41.27892,-86.046872,42,Unknown,IN5243016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
446,Milton Water Works,Yes,215,83.33%,Estimated,"P.O. Box 398, Milton, IN 47357",39.788102,-85.155242,258,Unknown,IN5289011,IN5289011,MILTON WATER WORKS,266.0,215.0,51.0,,,215.0,,,M,R,E,,,E,,,R,E,1.0,,,1.0,,,5.0,1.0,both
447,Mishawaka Utilities,Yes,4602,26.36%,Recorded,"P.O. Box 363 126 North Church Street, Mishawaka, IN 46546-0363",41.661914,-86.178971,17457,0.011,IN5271009,IN5271009,MISHAWAKA UTILITIES,18359.0,4602.0,11171.0,2586.0,,,4602.0,,P,R,R,R,,R,R,,R,R,7.0,7.0,,7.0,7.0,,7.0,7.0,both
448,Mitchell Water Department,Yes,1600,80.00%,Unknown,"407 South 6th Street, Mitchell, IN 47446",38.730163,-86.471057,2000,0,IN5247003,IN5247003,MITCHELL WATER DEPARTMENT,1846.0,1600.0,,246.0,1600.0,,,,M,R,,,E,,,,,,,,7.0,,,,,,both
449,Mobil-Rama,Yes,No response,Unknown,Unknown,"2380 North 200 West, Angola, IN 46703",41.677485,-85.02819,19,Unknown,IN5276013,IN5276013,MOBIL-RAMA,19.0,,19.0,,,,,,P,P,R,,,,,,,,9.0,,,,,,,,both
450,Modernaire Trailer Court,Yes,No response,Unknown,Unknown,"777 Cor Dale Road, Lafayette, IN 47904",40.447112,-86.882812,15,Unknown,IN5279014,IN5279014,MODERNAIRE TRAILER COURT,,,15.0,,,,,,P,P,,,,,,,,,10.0,,,,,,,,both
451,Monon Water Utility,Yes,No response,Unknown,Unknown,"422 North Market Box 657, Monon, IN 47959",40.863703,-86.879463,700,Unknown,IN5291010,IN5291010,MONON WATER UTILITY,700.0,,,700.0,,,,,M,P,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,both
452,Monroe City Water Utilities,Yes,0,0%,Unknown,"P.O. Box 163, Monroe City, IN 47557",38.615326,-87.354461,325,Unknown,IN5242008,IN5242008,MONROE CITY WATER UTILITIES,325.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,M,R,R,,,,,,,,8.0,,,,,,,,both
453,Monroe Water Department,Yes,0,0%,Unknown,"126 E Washington St, Monroe, IN 46772",40.744838,-84.937752,360,Unknown,IN5201004,IN5201004,MONROE WATER DEPARTMENT,360.0,0.0,360.0,,0.0,0.0,0.0,0.0,M,R,,,,,,,,,10.0,,10.0,10.0,10.0,8.0,10.0,10.0,both
454,Monroeville Water Works,No,No response,Unknown,Unknown,"P.O. Box 401, Monroeville, IN 46773",40.974771,-84.868297,400,Unknown,IN5202008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
455,Montezuma Municipal Utility,Yes,0,0%,Estimated and Recorded,"P.O. Box 37, Montezuma, IN 47862-0037",39.792816,-87.37085,479,Unknown,IN5261005,IN5261005,MONTEZUMA MUNICIPAL UTILITY,479.0,0.0,479.0,0.0,0.0,0.0,0.0,0.0,,,R,R,E,E,R,R,R,E and R,10.0,10.0,5.0,7.0,10.0,10.0,10.0,8.0,both
456,Montgomery Water Works,Yes,0,0%,Estimated,"P.O. Box 146, Montgomery, IN 47558",38.662549,-87.046118,368,Unknown,IN5214004,IN5214004,MONTGOMERY WATER WORKS,340.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,,E,9.0,9.0,9.0,9.0,9.0,7.0,,9.0,both
457,Monticello Water Works,No,No response,Unknown,Unknown,"225 North Main Street, Monticello, IN 47960",40.742743,-86.761598,2520,Unknown,IN5291011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
458,Montpelier Water Works,Yes,No response,Unknown,Unknown,"644 West Monroe Street, Montpelier, IN 47359",40.552838,-85.286854,662,Unknown,IN5205004,IN5205004,MONTPELIER WATER WORKS,600.0,,200.0,400.0,,,,,M,R,E,E,,,,,,,5.0,5.0,,,,,,,both
